,x,y
0,0.0,0.18873368799649054
1,0.02040816326530612,-0.15545053690103738
2,0.04081632653061224,0.02044738800412764
3,0.061224489795918366,0.04196716482639984
4,0.08163265306122448,0.08536887807208748
5,0.1020408163265306,0.012564071327242934
6,0.12244897959183673,-0.1238341857860766
7,0.14285714285714285,0.11055730244015975
8,0.16326530612244897,0.003169719283925218
9,0.18367346938775508,0.01730195670153198
10,0.2040816326530612,0.27969169281967754
11,0.22448979591836732,0.20743120165003787
12,0.24489795918367346,0.4182526573469548
13,0.26530612244897955,0.2806762697006917
14,0.2857142857142857,0.34297883300322135
15,0.3061224489795918,0.3069109449434037
16,0.32653061224489793,0.41448854608734764
17,0.3469387755102041,0.46431090650609885
18,0.36734693877551017,0.2468047562972196
19,0.3877551020408163,0.4841499363765321
20,0.4081632653061224,0.5204101116397439
21,0.42857142857142855,0.4977454167478492
22,0.44897959183673464,0.5025159120018987
23,0.4693877551020408,0.6351756286269348
24,0.4897959183673469,0.9395432852278909
25,0.5102040816326531,0.9061866639205359
26,0.5306122448979591,0.799411924993267
27,0.5510204081632653,0.934810957005498
28,0.5714285714285714,1.0859519656190901
29,0.5918367346938775,1.1230119914184524
30,0.6122448979591836,1.1842344366238036
31,0.6326530612244897,1.0580896011175107
32,0.6530612244897959,1.2671660871827628
33,0.673469387755102,1.1856029686128582
34,0.6938775510204082,1.160275940293712
35,0.7142857142857142,1.3266744362056253
36,0.7346938775510203,1.3283686000272126
37,0.7551020408163265,1.394544612501689
38,0.7755102040816326,1.3125395467716852
39,0.7959183673469387,1.4700655046600188
40,0.8163265306122448,1.400743692259938
41,0.836734693877551,1.1492238476349637
42,0.8571428571428571,1.2881826937265557
43,0.8775510204081632,1.2561342588786082
44,0.8979591836734693,1.2522663102613403
45,0.9183673469387754,1.219771453694918
46,0.9387755102040816,1.2856403060919603
47,0.9591836734693877,1.0199737275434173
48,0.9795918367346939,1.1052037245352653
49,1.0,0.9007407965089803
