,x,y
0,0.0,0.05867944893549787
1,0.001001001001001001,0.03501444536505583
2,0.002002002002002002,-0.0812137105278354
3,0.003003003003003003,0.11997422036422284
4,0.004004004004004004,-0.09217157868354703
5,0.005005005005005005,0.007041297774934823
6,0.006006006006006006,-0.005792444401315616
7,0.007007007007007007,-0.011617778637951203
8,0.008008008008008008,0.009757405907966662
9,0.009009009009009009,-0.2669197920344153
10,0.01001001001001001,-0.020638314598695816
11,0.011011011011011011,0.12567558543665208
12,0.012012012012012012,-0.058702486104252265
13,0.013013013013013013,0.021696627428829437
14,0.014014014014014014,-0.11566346277194031
15,0.015015015015015015,-0.02018414466043166
16,0.016016016016016016,-0.013481731557419455
17,0.017017017017017015,0.06952097246965434
18,0.018018018018018018,-0.16038809464847242
19,0.01901901901901902,-0.06807659652456106
20,0.02002002002002002,0.013813762630153437
21,0.02102102102102102,-0.1991888819679431
22,0.022022022022022022,-0.0527437726896482
23,0.023023023023023025,0.2417065523891049
24,0.024024024024024024,-0.03293665208798691
25,0.025025025025025023,0.11003722505553498
26,0.026026026026026026,0.05865092729943465
27,0.02702702702702703,0.04204353788802765
28,0.028028028028028028,0.10042404682852567
29,0.029029029029029027,-0.07697841690240839
30,0.03003003003003003,-0.18345988734645563
31,0.031031031031031032,0.035501204545405375
32,0.03203203203203203,0.09465937102822913
33,0.03303303303303303,0.0008177584496190959
34,0.03403403403403403,0.016119818475154528
35,0.035035035035035036,-0.17356167130262737
36,0.036036036036036036,-0.04515583838325422
37,0.037037037037037035,-0.11793669899039724
38,0.03803803803803804,0.06067624814325487
39,0.03903903903903904,0.0830548555785863
40,0.04004004004004004,-0.032645272616795014
41,0.04104104104104104,-0.06373937148770269
42,0.04204204204204204,-0.045696289326458285
43,0.043043043043043044,0.01675003283896593
44,0.044044044044044044,0.028502374368857525
45,0.04504504504504504,0.07216286344906805
46,0.04604604604604605,-0.11167299868449274
47,0.04704704704704705,-0.1359227712898609
48,0.04804804804804805,-0.006414038097673267
49,0.04904904904904905,0.01184031693031986
50,0.050050050050050046,0.011241492163896182
51,0.05105105105105105,-0.006111541987482785
52,0.05205205205205205,-0.030293257117729948
53,0.05305305305305305,-0.052544473004620965
54,0.05405405405405406,0.029117180614460655
55,0.055055055055055056,-0.08932160503397715
56,0.056056056056056056,0.10941398900331882
57,0.057057057057057055,0.0829807145077259
58,0.058058058058058054,-0.08877730137830084
59,0.05905905905905906,0.05428331168340189
60,0.06006006006006006,-0.06700042557307401
61,0.06106106106106106,-0.07879971129646189
62,0.062062062062062065,-0.13738114124158132
63,0.06306306306306306,0.017141154642176692
64,0.06406406406406406,-0.0015318630604856734
65,0.06506506506506507,-0.048725030796718284
66,0.06606606606606606,-0.037806769435017415
67,0.06706706706706707,-0.13267873611938083
68,0.06806806806806806,0.06850138390948622
69,0.06906906906906907,-0.1295157901441069
70,0.07007007007007007,-0.007117262839061739
71,0.07107107107107107,0.14186839551254715
72,0.07207207207207207,0.07151197202783652
73,0.07307307307307308,0.050537112533012324
74,0.07407407407407407,0.010730755674605609
75,0.07507507507507508,-0.012392204389856557
76,0.07607607607607608,0.048211851892554045
77,0.07707707707707707,0.0778145473971235
78,0.07807807807807808,-0.10270507586536591
79,0.07907907907907907,0.09370729128586011
80,0.08008008008008008,0.015912595766705624
81,0.08108108108108109,0.041635887477328826
